sentiments,cleaned_review
positive,worked okay for little while but then it became glitchy so bought one that plugs in works little bit better for now
positive,pretty good headset but not as loud as you would think and not good for extended gaming sessions get uncomfortable after awhile it would be stats if sound volume was abit better and abit more adjustable headpiece for comfort
positive,alot of people said the mouse was loud didnt work or what ever else its false the mouse is super quiet my mouse at work is loud and obnoxious this isnt the colors are great was sad cause it didnt turn pink lol but that is my only complaint its great mouse some of yall expect way too much from something cheep you get what you pay for but this mouse is great 
neutral,works as mouse should work 
positive,battery won charge guess you get what you pay for save the or whatever this cost is and invest in something better wow don trust these other reviews guys if you write bad review aka the truth they will ask you to delete it if the product doesn work obviously people are going to say something save your money people and buy from someone else that is better quality 
positive,these are fantastic the sound quality is amazing better than our multi thousand dollar home system of decades old high end speakers for those few who complain that the speaker is mono say of course how much stereo separation would you expect out of an inch system we re getting two more one for stereo separation in the great room the other to bring great sound to the master bath area 
positive,battery life was great worked great for while but it will not charge first time went to charge it plug it into my laptop and power brick it lights up for seconds then shuts off now it won turn on at all sadly would love to give this product more stars but now this is useless and can even use it while it plugged in 
neutral,i just got this mouse and doesnt even turn on after charging the usb plug does not work as well this just isnt good buy if was you would go for different one cause its waste of money so just save it and look for different one
positive,great headset ve paid much more for headsets in the past that weren as well made 
neutral,this lasts quite while before requiring plug in 
negative,i have never dropped it or damaged it in any way it barely leaves its shelf never listen on full volume yet the quality turned to absolute poopoo within the past year noticed it actually after months and it been getting worse the highs and mids sound sooo muddled and it hurts my ears because listen to rock metal electronic edm and others which are heavy on the percussion and need really good quality sound or it can be heavy on the ears literally appalled going to try to get it fixed by jbl hopefully they ll pull through and fix it because really sad and can return it anymore ahh 
neutral,i use it for work charged it and it last weeks easy to use and doesn jump around
positive,great
positive,i bought it for my grandson he was so excited and loves it he says that the sound is clear 
positive,colors are just ok have to position the charger certain way for it to actually charge 
positive, wish would have seen the video from another reviewer with the white mouse before purchased the white one don like the fact that the light is visible throughout the whole mouse assumed it would just be line of light that circles the mouse as shown in the sellers pictures if you like the look of the whole mouse lighting up as shown in the video then this is the mouse for you overall do like the mouse and don want to deal with exchanging planned on getting the mint and should have gone with my instincts it glides smoothly and the clicks are slient won be returning it because do like it but just diappointed the white one was not as shown described
positive,my boys absolutely loved these great christmas present no complaints from them at all there was an adapter we had to get for them to work with xbox 
neutral,works good for child not for people with arthritis
neutral,sound wouldn go directly only into headphones customer service only cares about bad reviews with no intention to do the customer right 
positive,this was my second purchase bought one in june and it worked fine the charging port metal liner part fell out so it couldn be charged got another and used it for about an hour without any problems charged it used it for another hours then it just suddenly quit when turn it off and on again the red lights flash once then nothing completely useless 
neutral,yes 
positive,i have the jbl charge and now this and it works great perfect for use in out of our camper 
positive,very good headset the surround sound is really nice and they are great at noise cancellation
neutral,no complaints here will be purchasing again
positive,awesome very happy with the speaker sounds much better than my brothers bose mini ii portable speaker 
neutral,very cushioning and high qaulity 
positive,i haven played games in years was recently gifted google stadia and have started to casually play games with friends online wanted headset but was not ready to spend took chance on these and very pleasantly surprised ve had three hour gaming sessions with no discomfort sound is good thanks 
positive,impressive sound quality comfortable fit feels like sturdy well built device 
positive, really was waiting for use this mouse and everything ok great pink golden color amazing that is rechargeable and super ergonomic for edit my videos 
neutral,use for gaming noise cancellation could be better 
neutral,good
positive,it came in good condition and it has good sound
neutral,this is great mouse if only my cat would stop breaking them 
neutral,we use this in our gaming business and it seems to be doing good job 
neutral,good colors fast shipping
positive,we had one of these that we used so often we wore it out so we bought another and the sound is even better than the last one very pleased with our purchase 
negative,terrible stopped working within weeks the keys have weak feedback awkward placement of the enter key not to mention the weird noises the keyboard makes when the lights are on 
positive,i recently bought new chromebook and wanted wireless mouse to match came across this mouse and after reading the reviews figured id give it try cant say how good it works yet because never recieved the usb adaptor with it and for some reason cant get it to connect wireless im sure ill figure it out but it wouldve been nice to have the wire option as well otherwise its slim which is what wanted and like the lights on it
positive,these headphones work great for my ps 
neutral,great keyboard for room with low lighting
positive,it could easily just be me however found the headset to be to small around my ears and rather overly tight as well causing some discomfort that said the headset is beautiful and works perfectly 
neutral,charge last forever
negative,i liked the design of this product but after two weeks it stopped working kept having to turn it on and off to get it to track at all disappointed 
neutral,this is the second time buy it it has everything no need for battery you hock it up to laptop for charging and that it comfortable while holding it moving smoothly and got very appealing look bought another one from another brand and stopped working after awhile this one is the real deal and no more exploring other mouses sticking with it 
positive,quality on it is great although it doesn fully cancel out noise great for your first set of gaming headphones
negative,straight out of the package had issues but figured would hold on the mouse does not move smoothly cannot click on things and then the mouse would move only intermittenly then it would stop and would have to jerk it around and now it has just stopped just upgrade spend little more on logi mouse and it is worth it 
neutral,got in and the mic doesn work 
neutral,not bad pretty smooth operation no delays in movement connects quickly to any lap top 
neutral,they re good headphones however the headphone jack constantly pops out and ve had to coat it in an adhesive to ensure it didn it annoys me very much especially when gaming 
neutral,meh it speaker it mono speaker and not an overly good one for bass for loudness think for should be getting something bit awesome had an anker speaker that is similar in regards to output
positive,i had been looking for gaming headset for my ps casual gamer and was looking for something that could use when play late at night read the reviews for this product and convinced me to buy when received it was surprised how big the headphones are but it wasn big deal when tried them on they felt comfortable and have been using them for long period of time and my ears have not gotten tired the sound quality is surprisingly good with good bass and can hear the surround sound effects of my games the voice chat quality is very good with clear quality in terms of noise cancellation it not true noise cancellation can still hear sounds form outside when playing but it minimal overall pleased with these headphones as they do their job just fine 
positive,like this mouse work good
neutral,everything
positive,this is great value mouse purchased it to go with my new laptop so didn have to depend on the trackpad the design is nice and colors are great addition 
positive,my laptop mouse was sticking ordered this bad boy does great and the battery life on this thing is unreal it last very long time the lights super cute 
neutral,i bought it for ps sadly you can use the led light unless you plug in the usb part but otherwise it nice headset haven tried out the mic 
positive,i like that it sounds noise cancellation really good what don like is that it heavy and too small tight for my big year old head cm or inches in circumferences gaming for long time like hours make you really dizzy aftereffect are bad headaches nausea and disorientation due to uncomfortable so don really recommends this for adults or kids with big head would like if this headphone extends bit more maybe like inch it would make the grip less so it won be uncomfortable 
neutral,i like the way the headphones feel and look it doesnt get better it was cheap and nice in quality 
neutral,as described
positive,great gift sound is great many colors to chose from definitely buy from them again
positive,tried to use this on work call with my laptop and on xbox for game session no one could hear me the mic has very low sound pick up also the microphone sits differently to the picture the picture makes it look close to the face mouth but when pulled into position you can not get it close to the side of your face let alone level with your mouth for sound the positive is that the lights are nice and they are comfortable on the ears 
neutral,i was super exited about this product for my laptop sadly it didn even work after week tried everything to get this mouse to work charging for two days try it on different computer nothing helped the mouse didn even use the cursor refuses to respond to the mouse movements 
positive,i like the fact that you can recharge this mouse spend fortune on batteries and was looking for something could recharge and it works great 
neutral,the mouse worked great and then one afternoon as was working the middle center stopped working couldn use it to scroll up and down anymore not even two months old and it not working 
neutral,does the job 
neutral,after two weeks the cover just plain separated and couldn be snapped back on 
positive,i wish it had way to let me know when it needs to be recharged like how quiet it is and the lights are just fun 
positive,i liked how conveniently priced it was for good quality headset use it for gaming and streaming 
neutral,complete trash would not charge 
positive,great product works as advertised light and cool colors 
neutral,it looks nice lights up difficult to use since it freezes up the computer for some odd reason will even knock off my bluetooth headphones do not waste your 
positive,i use it lot had for over month no issues have gold and it cute very easy to maneuver 
positive,this mouse is completely useless the instruction manual has so many typos in it its not even proper english even the bottom of the mouse says for home and offlce use what see picture the usb receiver is hidden in the bottom of the mouse it doesnt come out see picture it needs to be plugged into the computer for the mouse to work but it doesnt come out tried everything tried to pry it out with my fingernail nope tried pen nope even tried to push it to see if it would pop out nope and of course the user manual doesnt explain anything dont waste your money like did 
positive,works great was gift for my mom she loves it
positive,i happy with my purchase it wasn an expensive mouse it wireless and rechargeable all things was looking for it is slim mouse which took some time for me to get used to only use it for office work tasks so can speak to other uses however don notice any lags delays or other issues do wish there was some way to control the colors but it not big deal also the top clear button clicks but haven figured out what that does 
positive,i was super excited when received this mouse with it comfort and of course the pretty led lights were cool it came fully charged worked great until after charged it for the st time strange it no longer worked could see bit of red inside but the led were gone and the curser wasn responsive to the mouse against better judgement agreed to receive free replacement giving it another chance so ll follow up with nd review follow up nd one worked for weeks and then stopped working altogether the company actually contacted me after submitting my initial review offering full reimbursement if take it down followed by instructions on how to do so didn end up doing it glad for it since this one was even worse ughhh why do companies insist on selling products like this 
positive, when opened my mouse noticed there were scratches on the top of the mouse towards the area where your palm would rest when in use also noticed that the adapter that arrived with the mouse did not fit the usb that would make the mouse compatible with my macbook so had to use different adapter considering paid for new mouse was expecting to get better quality gave the mouse second chance and this time received one that didn work 
positive,this is the second ine purchased purchse one for me as work remotly and it was really good this one purchase it for my dad as he teaches online he loves them noise cancelling is amazing no regrets
positive,husband uses in his semi and it has worked out great for him 
neutral,sound is just okay and yes the sound only comes out of the right side initially thought one speaker wasn working but after reading reviews it is correct that the main sound is only on one side probably sending it back 
neutral,the sound for the headset it loud and there is no bass 
neutral,been trying this for over month now and have only used it handful of times because the charge barely last hours at most even after full charge save your money
positive,this was great value and the wireless mouse works well the colors are fun too just wish it had way to keep it on one color 
neutral,i would not recommend this mouse as it feels like the plastic will break on you at any second it very cheaply made and the light shines through the top layer of plastic which makes it look way worse 
neutral,worked fine then quit not much for longevity get what you pay for guess 
positive,this mouse arrived yesterday plugged it in for hours per the instructions and then started to use it it worked great once got off work turned it off and went about my merry way when returned and had to check on something tried to use it again and it is completely non responsive ve tried different usb ports unplugging and replugging the dongle and even charged it overnight to ensure that it had full charge it does not work was so excited for this mouse it slim and quiet which are both great qualities with the amount of travel that do while still getting some work done on my vacations but it not worth the money less than hours later and back to having to use my trackpad because this mouse decided it wasn going to work any longer 
neutral,type connector was bent unable to use is there way to get replacement type connector 
positive,great for kids that sit close 
positive,best portable speaker sound quality and battery life is awesome 
neutral,this mouse has wonderful feel to it and the lights are pretty however the first one broke not even five minutes into using it it stopped being able to click second one lasted one day the quit tracking pieces of junk am returning both 
positive,excellent product very easy to setup and use
positive,i absolutely loved my speaker the sound of my music gets me pumped when doing work so definitely recommend it
neutral,you won hear the annoying clicking sound from this mouse 
positive,i use this mouse with my laptop it worked pretty good when first got it then the wheel quit working have no idea why 
positive,the mouse worked great for just over month then the charging port detached from the mouse yes came right out no longer have the ability to charge it this was probably glitch with my individual unit otherwise would have given it stars 
positive,maintains the charge for long period don miss batteries nice size and easy use 
neutral,i ordered this for my husband our living room is small and this keyboard lags sooo much we ve ordered replacement and it just as terrible save your time and order elsewhere 
negative,purchased this keyboard for the office use back in may great keyboard quiet no delays battery lasted for about month at first then had to charge it every couple of weeks then every few days and now it died completely and cannot be used when plugged in very disappointed that it only last months 
positive,it really good in my opinion use it to play rust lot and it great 
positive,this came with an charging attachment but why this uses normal cell phone charger port and all the intuitions are in chinese theres random button at the top and when press it nothing happens and dont know how to tell how much charge there is on it other than that really like it so far its very sleek 
neutral,i loved this mouse until is stopped working after months 
neutral,i turn it up to max and it just not loud enough for me do however like the flowing pink on the sides 
neutral,the headset looks cool but the mic is too loud and muffled 
positive,i absolutely love this mouse it so quiet and love the different color lights as use it sal like how comfortable it is to use would definitely recommend this to everyone 
neutral,very quite no clicking noise and it stays lit up all day 
negative,you can barely hear your game gave up and just used my speakers on the computer monitor so could hear enemies and what not all these do is block noise like pair of lighted ear muffs they do not enhance game play in the least 
neutral,good for gaming
negative,i wanted to get wireless backlit keyboard for my home pc something could use throughout my office without having to be directly next to my computer this keyboard looks great the keys themselves have nice travel for easy typing and the charge lasts for very long period of time but the lack of an always on feature for the backlit is very annoying understand it always being on would kill the battery quickly but this is rechargeable keyboard so losing some time to have to charge isn big deal for me it just feels odd that they wouldn just add an always on function for those who would want that often reviewing other peoples work or just reading through instructions so often don type for seconds at time so the lights are constantly going off again understand the reason and it not huge problem but it just feels like it would have been so easy to have an always on function added overall good keyboard but unfortunately for me it just not good fit for how use my keyboard 
positive,they were decent headset for the price but they weren for me pros long cordglasses friendlysemi sound proofthe mic was pretty decent sounded like was in tunnel sometimes thoeasy to adjustcons did not fit well over my ears they were kind smallthe texture was also icky to me it felt like skate board wheels again my ears just squishythey don light up unless they are plugged into the pc but that really didn matter for meother that that they were pretty ok just not for me hence why return mine and try something else so if you wanna give them try still they may be great for you if not the return was as easy as heck 
positive,it great headset overall my son loves it 
positive,this is one of the best bluetooth speakers have used the battery life is amazing only have to charge it like once week and love that you can charge your phone with it also 
negative,after using this product for only about hour the wheel broke so you can not use that feature very poor quality would not recommend this product 
neutral,good speaker
neutral,packaging was terrible and the corner was broken where it plugs in to charge still work great though and the lighting is really vibrant 
negative,i ve used it times and it was fine and now it will not charge when plugged in shows red for about seconds and then nothing likes the mouse if it would work very disappointed in this product 
neutral,left button not working after months for not worth it save you money and look for better one the last 
positive,this keyboard works well my only complaint is the lights go off very quickly when you stop typing other than that its easy to recharge and looks good on my desk top 
positive,once followed the instruction for xbox to turn up my media in the home menu it was the best pair of headohines had just wish they were wireless however cord is long enough to anywhere with you
negative,it doesn work correctly connection is bad
positive,i bought this for my ps and it great headset with lot of utility for entertainment and chat would recommend to all 
positive,absolutely love the sound from this speaker 
positive,solid speaker and sounds fantastic but doesn sound all that far off from the great sound of its predecessor only upgraded only because had thought the sound would be improved by considerable margin waterproof feature was also big reason why needed one as this sounds incredible in pool scenarios asides form that not upset that bought this speaker 
positive,the bluetooth receiver works well can put it in the back of my computer and not have an issue with connection much quieter than my previous click clack old keyboard but it not silent it gets louder the more quickly you type as well but if you take your time it can be decently quiet no extra buttons need to press fn to use the secondary key commands but works well for my purposes just leave the lights on unless guests come over lol 
neutral,nice the only problem ve noticed so far is it really hard to click the scroll middle button it just really stiff 
positive,works grate love the base
positive,great sound it simplicity is it key it is meant to be an outdoor speaker and to fill up wider area so don listen to those who complain it not stereo stereo is useless if it speakers are so close together it not too big the accessories you can buy are good like the rubber carry case and the hard case as well
positive,nice speaker good range for bluetooth connection can go good ways away and it still works 
positive,i bought this mouse for my macbook and it would not even turn on charged it all day and it would not work or connect to my laptop it just flashed red color like the battery was dead and that was that happened save yourself some money and look for another mouse elsewhere should ve just gone to best buy or target 
neutral,great speaker bad order fillers ordered black speaker and got grey one the rest of my jbl speakers are black and they are not letting the grey one play any bluetooth speaker games 
neutral,mouse will not work have only had it for about days and the mouse just stopped working will not charge either 
neutral,don like
negative,box was open and the mouse was dirty like really it looks used and has so many gross black hard spots 
positive, like it easy to use and carry around if needed the box comes with nice short charging cord and usb usb adapter for use with either the bluetooth receiver or the charging cord nice addition that come in handy don like how long it takes for it to wake up though not sure what the time frame is on when it goes to sleep but if reading something or just have my computer on for video or music just turn the mouse off all together it quicker to just flick it back on than it is to jiggle it around to wake it rainbow colors are fun holds charge for long time can work pretty much the whole week before noticing its lagging and probably could use charge this makes it lot friendlier to use over batteries ll take the sluggish sleep mode over the clunky mouse styles with repeat battery replacements good find for the money 
positive,an attractive high performing speaker that exceeded my expectations first the bad news did have difficulty at first pairing my phone with the speaker the included instructions were no help and would have liked to see bit more detail it just series of what look like comic book panels begrudgingly downloaded the jbl portable app found bit more information and was able to pair straight out of the box the sound is bit disappointing the speaker did not produce much bass and was really heavy in the upper midrange and high frequencies would highly recommend downloading an equalizer app on your music source device now the good news the equalizer made this speaker come alive volume for days and more bass that would have expected for speaker this size the fact that it can also charge your music source device is even more reason to select this speaker 
neutral,out of the package my initial thoughts were that the product seemed very cheaply made and those thoughts were confirmed when after one month of use the product stopped working would not recommend this product 
neutral,appearance is bit different than was expecting also doesn glide smoothly and quickly enough on the screen not sure why sending back after day of use swiched to my old bluetooth mouse within hours
positive,i lost my usb receptor sent an email requesting help and their customer service rep lolita helped me they sent new one for free when received they provided me the instruction to pair my receptor points excelent servicekeyboard is awesome thanks klm 
negative,basicmisleading nothing special random usish logo offensive marketing per far too often 
neutral,i ve bought this headset multiple times now it is very good for the price but it has few problems the sound quality and microphone are good but the headset it not very comfortable for long gaming sessions and it is prone to breaking after constant use would recommend to anyone looking for cheap headset 
positive,this mouse is slimmer than others since have small hand it is very comfortable to use great buy 
positive,love the color great olive green sound is terrific 
neutral,everything you would expect from jbl speaker 
negative,not really worth it since the extra wires get in the way if your buying for xbox or playstation it terrible because not only do the lights not work but you need to plug the usb into your consol without plug for the usb it just gets extremely annoying to use the sound quality okay for the price 
negative,i use this mouse for my laptop only when travel after about times using it the scroll no longer works even when completely charged unfortunately with such little use didn have much time to notice the defect and the return window has closed wouldn recommend it 
neutral,hopefully they will do the right thing 
positive,love this headset has great quality and never glitches like my other one it great price and has amazing features recommend
positive,m daughter loves it 
neutral,so bought it because it was on sale for dollars that should have been my first hint the sound quality was terrible ve had better call quality on ham radio from the freinds said it echoed and had static sound and there is about football feild length of wire hanging on it that just irritating 
neutral,doesn stay charged
neutral,scroll wheel stopped working within days to long after return time all other features were good 
neutral,actually changed my mind on this mouse the one was using was driving me crazy because the clicking was so loud broke this one out of the box and it pretty cool it changes colors and it silent can work with the size being slimer 
neutral,it works very well with my macbook
positive,bought this for my son and he is in heaven with it he enjoys the colors but wishes it would light up on his xbox 
positive,this mouse is very light weight and the added colors make it super cool it also holds charge for very long time which is helpful really great product for the price 
positive,this has been great addition to my gaming set up it perfect size for my year old who loves using it for homework
neutral,battery only good for months only lasts hours now
positive,love it 
neutral,very nice headset
neutral,this mouse is much faster than my last few like the charging system drawback is when the charger comes missing and it will happen in my house how to replace it 
neutral,bought for xbox but found it works for the pc also 
positive,very smooth use love the different colors 
positive,love how easy it connects and the sound it superb don think just get it may get more 
neutral,stopped working after couple months 
neutral,he likes them
neutral,dissatisfied with purchase mouse works except for the scrolling wheel 
neutral,i bought this mouse for home use used it about two hours per day for two weeks then no connection thought it needed to be charged plugged it in and allowed to sit for two hours as instructed now there is nothing tried to charge longer but nothing is working do not buy this pos 
positive,this is an awesome mouse it is slender build so it fits small hand the lights are totally fun when you click the buttons it is strong click so that you know you have clicked on something it also has quick response on the computer it has an off on switch plus an automatic shut off so you won use up the batteries will be buying one for my daughter it is awesome 
positive,it fast and comfortable to use
positive,best bluetooth speaker yet
positive,i do lots of sidejobs and needed something loud and clear for long hard hours and this blew my expectations it small loud and crisp clear love me some 
positive,i had read other reviews and was excited to order and recieve my bengoo recently my neighbors have been having parties and playing music loud enough you could feel it shake the walls so was very eager to see the noise cancellation come into action as could relax while immerse myself in my game sadly it made no difference compared to my old headphones could still identify whatever song they play through the bengoo while playing games if you have an average pair of noise cancellation headphones you may want to seek premium brand of headphone though if you are seeking cheap option this is not bad option for first timers budget
positive,very nice affordable headset my son has no complaints 
positive,sounds so good plays for hours on single charge
positive,the sound is clear and crisp we often us it in our camper and outside around the fire pit we love this speaker 
positive,great headset 
positive,small good shape easy to install 
positive,i haven tried it yet but it looks good and feels snug can imagine doing long gaming sessions with this headset will be better than with other headsets ve had 
positive,i love this mouse needed something to help me enjoy working back in the office and this really helps my mood 
neutral,i don like it
positive,we are very pleased with these headphones the quality and price are great 
positive, feels great wide and comfortable lights up when you move around likes so much bought second one too 
positive,works great
negative,poor quality cheap breaks quickly doesn last long on full charge charging port already broke 
positive,this mouse is super clean looking and connects fast it not only recharges within hours but it lasts long time ve been using it pretty frequently for the past week and only charged it once it still going strong love how it lights up and it can be used on mac or windows computer very light and easy to transport as well 
positive,love it and the colors 
positive,great product
positive,nice mouse worked great for my needs glides smooth holds charge well 
positive,what really like is about these headsets is that it have metal plates on them which so they cannot break which is better than plastic plus the bands are not tight so it also doesn break easily the led is simple but unique in way as you can play games and watch youtube at night since you can glow and look pretty cool the sound quality is pretty good to me as hear better than my old ps headset the soft cushion fits on my head so that plus the wires are long which is really helpful when move away 
neutral,i didn receive all the accessories 
positive,not sure what to say except that these are the best headphones ve ever owned good quality sound and comfort 
positive,my son needed new headset because his mic stopped working and this was easy to install and works great he was able to install the headset himself and set it all up he very happy 
neutral,i enjoy the snarkiness of the ppwk in the package minus the space bar all of the keys are very quiet gave it full charge before use it worked immediately backlighting turns off after its idle for bit simple tap of any key wakes it up dig that the backlighting is multi colored just plain white being that not planning to use it for gaming going to need to get used to the shape of the enter key there is an additional key on the middle row where would naturally hit enter no biggie minus star because the space bar is quite loud 
positive,love the color and sound quality
positive,my grad daughter loves this keyboard she purchased with her grad money the price was right and shipped was fast 
neutral,nice mouse but would not charge after single use tried with the usb on the computer other usb chargers even switched their cord out 
neutral,this mouse feels good in the hand looks cute as all get out but did not last month after charging only once have had issues with it being sluggish and not holding charge 
positive,i was pleased to see just how well made the mouse was when received it couldn have asked for more for the money it comfortable in my hand the rubber texture really makes using it pleasure the dongle storage on the bottom of the mouse isn covered but it nice and tight so not worried about losing it so far so good 
positive,mixes really well with the whole game experience from footsteps to bullets highly recommend this product for your gaming needs 
positive,i loved this product when first received it it lit up and lightweight and just pretty but that was very short lived it stopped working after just weeks of using it good thing it was on the cheaper side maybe it was disposable mouse that only was supposed to work for short period 
negative,i used it for about month and then the sensor broke and the entire thing is useless now
positive,upgraded from the flip so far very happy with my purchase only now want bigger and louder speakers extreme next we will see 
positive,was trying to find mouse for my new laptop and came across this mouse the best one ve found like that it smooth and the color is super nice 
negative,worst mouse ever it double clicks when do not want it to the mouse barely moves and is jerky when used and often makes the cursor slide to the upper right of the screen without me moving the mouse 
neutral,not worth the value
neutral,mic tends to go in and out on occasion
positive,after using it for couple hours on its initial charge plugged it in using the given charging cable but it would never charge plugged it in to my computer the wall and with different usb charger and nothing worked cannot recommend anyone to purchase this product when it does not charge properly if it worked would have given it star review because it looks nice has rgb and had very little latency despite being wireless do not buy this product 
negative,this product has been advertised as having led capability and it does but the lights are not bright enough that was the whole entire purpose of what had purchased this set for disappointing and considering beginning return plus the led lights engineered into this unity are barely colored purple and that is what classify as entirely weak kneed lackadaisical engineering prowess disappointing 
positive,we are obsessed with these speakers we had smaller one for about years and decided to upgrade to the larger speaker best quality and price 
neutral,i use this for my laptop speaker great sound but the power is not always easy to maintain used my docking station and it has been struggling when finally move to real charger it works great 
negative,absolutely ridiculous watching the side panels go off with all this bass bass is okay out of and everything else sound like it inside tin can mono speaker ruins this product horribly 
positive,love it 
positive,also good for adults nighttime joy 
positive,i needed new mouse because the one had been using was so old and was unreliable this new one is so nice for such great price it fits my hand comfortably and has super quiet clicks which is super nice it charges instead of using batteries which is feature that love so excited to keep using this product 
neutral,very comfy and nice looking headset
neutral,there were no instructions with the mouse 
neutral,i use this for my laptop needed silent wireless mouse it wireless and silent the roll ball button is loud like regular mouse but left and right are quiet charged it used it once the next day tried to charge it and cut it on it wouldn come on or the red light flashed and immediately went off wouldn buy this 
neutral,there were no instructions with the mouse 
neutral,i drop it once and it just completely breaks
neutral,i like everything
neutral,i like how it is
negative,the tested latency was ms this keyboard also goes to sleep every seconds dont know if you can change this the deal killer for me was the space and enter key they were horrible extremely mushy ive been around keyboards since windows know what im talking about 
positive,these are very easy to set up and sound incredible easy to link several together also
positive,bought this for my teenagers who loves music great sound portable and great charging option highly recommend 
neutral,this mouse was very dissapointing it was hard to use and finally after couple of months it broke completly 
neutral,no issues love the color works great for discord 
positive,the price is worth getting but find it kind dumb that you need to be right by your console to connect and turn on the lights but good headphones to start tho 
neutral,if you want to have to charge mouse more than use it this product is for you had moderate hopes but this mouse falls short of even those
positive,the usb plug broke and the case around the chip got stuck inside the port can pull the usb out but the case stays inside the port it still useable if put it back in though it also has very high pitched dog whistle kind of noise when it moves especially when it used close to the usb plug it is not silent that for sure have to use music or headphones when use this mouse or it drives me insane it shallow depth is kind of hard on my hand but have arthritis so usually need thicker taller mouse to fill my palm to be comfortable but bought this mouse as backup for my work laptop so don use it as much as use my gaming mouse like that you can still use it when it plugged in to charge if you use longer cable 
positive,the headset arrived the next day excellent quality and very good performance my son was super happy 
neutral,it doesn come with the charger cord it claims to have just opened the box let see how it operates once find charger cord for it won waste my money here again
positive,love it 
positive,loving the fact that the sound quality is this amazing also beyond thrilled that can wear them for hours and not have to worry about them hurting my ears when wearing them have size gauged ears so it is awesome overall very happy with my headphones 
neutral,the first mouse did not work however was sent gift certificate for my trouble the other mouse same model works greateasy to find because of the lights
positive,ordered shortly after christmas and once arrived had issues connecting after realizing my only route to get it to work was to constantly turn the mouse on and off after less than week and one charge it will no longer do anything no lights no power no connection and won charge with the included cord or any other spend the money on different brand this was like ordering from wish 
neutral,didn work from the minute opened it don waste your money 
positive,sensor doesn always pick up movements to clarify am not using this gaming but as wireless mouse for work and coaching speech and debate sometimes when sit for too long the sensor takes time to come back online andreas movements this can be super frustrating when you are working and you need to move with alacrity but such is the life that one would expect from mouse overall you are doing menial office tasks this is probably an okay mouse the rechargeable batter is cool and am happy to not have to replace batteries but would probably go with wired mouse in the future 
positive,if you get white mouse be prepared that you could get one that actually looks solid like it should or transparent like the one got guess sure it pretty interesting that instead of only the perimeter of the mouse lighting up the entire thing does but at the same time it takes the focus away from the design for the rgb it makes the mouse look cheap being able to see the skeleton of the plastic interior it even feels like mouse it only doubled the price tag bc of obvious to see rgb leds would ve liked it more if the leds at least blended colors but with an obvious wall of plastic in the way they don even do that despite its looks the mouse worked great for couple days the movement felt smooth the clicking felt good and it was quiet noticed the red laser id not shielded at all also the rgb lights stay on even when the mouse falls asleep and unfortunately after few days noticed the movement isn very good it may be okay for normal use but it not acceptable for gaming thought it was because of the low battery power but even at full power and changing the dpi around the issue remains this is gonna have to be returned 
positive,this is by far the best portable speaker that have ever purchased have another speaker that thought was good one but it was lacking volume and clarity once compared it to this one this unit keeps long charge and can charge my phone also 
positive,pros the physical design of the keyboard is great feedback on the keys is good has nice matte finish lights are as advertised and there are holes on the back of the keyboard which helps keep the keys clean and if you spill liquid on it it can drain cons couple times days the keyboard will disconnect intermittently on me it will become unresponsive and disconnect then reconnect rapidly its not for very long maybe seconds to couple minutes and if at the computer for hours day it will only happen couple times but if in the middle of game it can be quite frustrating never have had this issue with other wireless keyboards not sure what the solution is but tried reinstalling the driver 
neutral,good
positive,this is great little mouse it is small responsive and love the way the light changes colors my hand is more relaxed when using it than with my previous mouse have had no issues with it so far overall based upon my experience thus far this was good purchase and would buy it again 
neutral,i purchased this for my office work and it broke down after weeks the scroll wheel stopped functioning be aware of this and look for something else with better quality thanks
positive,love the lighted background makes finding keys in low or no light situation wonderful price was good to for quality of product
neutral,works as described 
neutral,i ve had this for month and half it stopped working ve tried charging repeatedly and it does nothing 
neutral,good mouse
neutral,didnt last long
positive,its perfect for gifts
